Product Name,Product ID,Prod ID Code,Category Level 2,Price,Product Description,Store IDs
Amzer AMZ92984 Soft Gel TPU Gloss Skin Case for Samsung Galaxy Y S5360 (Black),,PHONECASE,Non-Electronic Accessories,,"100% Premium Soft Gel TPU Gloss Skin Case exclusively for your Samsung Galaxy Y S5360Precise cutouts for screen, joystick, audio port, speakers, power and charging port.Special anti-dust and scratch-free properties, preserves your Samsung Galaxy Y S5360 shining look.Safeguard and protect your Samsung Galaxy Y S5360 from bumps, dust and scratches.Helps to prevent your Samsung Galaxy Y S5360 from sliding on soft surfaces or angle surfaces.",BIZID005
Amzer AMZ92985 Soft Gel TPU Gloss Skin Case for HTC Explorer (Black),,PHONECASE,Non-Electronic Accessories,,"100% Premium Soft Gel TPU Gloss Skin Case exclusively for your HTC Explorer.Precise cutouts for screen, joystick, audio port, speakers, power and charging port.Helps to prevent your HTC Explorer from sliding on soft surfaces or angle surfaces.Special anti-dust and scratch-free properties, preserves your HTC Explorer shining look.Safeguard and protect your HTC Explorer from bumps, dust and scratches.",BIZID006
Amzer AMZ92986 Soft Gel TPU Gloss Skin Case for Nokia Lumia 800 (Black),,PHONECASE,Non-Electronic Accessories,,"100% Premium Soft Gel TPU Gloss Skin Case exclusively for your Nokia Lumia 800.Precise cutouts for screen, joystick, audio port, speakers, power and charging port.Special anti-dust and scratch-free properties, preserves your Nokia Lumia 800 shining look.Helps to prevent your Nokia Lumia 800 from sliding on soft surfaces or angle surfaces.Safeguard and protect your Nokia Lumia 800 from bumps, dust and scratches",BIZID007
Amzer AMZ93027 Anti-Glare Screen Protector with Cleaning Cloth for Samsung Galaxy Note,,PHONECASE,Non-Electronic Accessories,,"Reduces 90 percent of UV rays caused by reflected light, protecting your EyesIsn't flimsy, but made from firmer high-grade thermoplastics designed for durabilitySimply peel it off and replace with a new one when neededCustom made for your Samsung Galaxy NoteEasy to remove without any adhesive or marks smudge repellant, will not leave oily marks from fingers",BIZID025
Amzer AMZ93044 Luxe Argyle High Gloss TPU Soft Gel Skin Case for Nokia Lumia 800 (Smoke Grey),,PHONECASE,Non-Electronic Accessories,,"Reinforced Luxe Argyle High Gloss TPU Soft Gel Skin Case more fashionable and durable case from Amzer.All the phone features are fully accessible through the case without removing it.Perfect match for your Nokia Lumia 800 to protect against scratches and minor bumpsProvides extra grip and traction on angled surfaces and prevent your Nokia Lumia 800 from sliding on soft surfaces or angle surfaces.Special anti-dust and scratch-free properties, preserves your Nokia Lumia 800 shining look.",BIZID026
Amzer AMZ93045 Luxe Argyle High Gloss TPU Soft Gel Skin Case for Nokia Lumia 800 (Clear),,PHONECASE,Non-Electronic Accessories,,"Reinforced Luxe Argyle High Gloss TPU Soft Gel Skin Case more fashionable and durable case from Amzer.All the phone features are fully accessible through the case without removing it.Perfect match for your Nokia Lumia 800 to protect against scratches and minor bumpsProvides extra grip and traction on angled surfaces and prevent your Nokia Lumia 800 from sliding on soft surfaces or angle surfaces.Special anti-dust and scratch-free properties, preserves your Nokia Lumia 800 shining look.",BIZID001
Amzer AMZ93090 Shellster for Samsung Galaxy S II GT-I9100 (Black),,PHONECASE,Non-Electronic Accessories,,"Fashionable, Simple Case & Holster is a perfect carrying solution to carry your Samsung GALAXY S II GT-I9100.Protect your Samsung GALAXY S II GT-I9100 from bumps and scratches in a fashionable style.Made of high quality black Plastic for its durability.Precise cutouts for easy access to all controls and functionalities.Advanced locking mechanism securely holds phone in place.",BIZID002
Amzer AMZ93094 Flip Case for Google Galaxy Nexus (Black),,PHONECASE,Non-Electronic Accessories,,Sturdy magnetic closure keeps your phone tucked away at all times.Polycarbonate shell interior cradles your phone.Leather lined interior keeps your phone scratch free.Precise cutouts for a fully functional smartphone.Stylish padded leather for extra protection.,BIZID003
Amzer AMZ93095 Flip Case for Samsung Galaxy Note (Black),,PHONECASE,Non-Electronic Accessories,,Sturdy magnetic closure keeps your phone tucked away at all times.Polycarbonate shell interior cradles your phone.Leather lined interior keeps your phone scratch free.Precise cutouts for a fully functional smartphone.Stylish padded leather for extra protection.,BIZID004
Amzer AMZ93167 Shellster for Motorola RAZR XT910 (Black),,PHONECASE,Non-Electronic Accessories,,"Fashionable, Simple Case & Holster is a perfect carrying solution to carry your Motorola RAZR XT910.Protect your Motorola RAZR XT910 from bumps and scratches in a fashionable style.Made of high quality black Plastic for its durability.Precise cutouts for easy access to all controls and functionalities.Advanced locking mechanism securely holds phone in place.",BIZID005
Amzer AMZ93168 Shellster for LG Optimus 3D P920 (Black),,PHONECASE,Non-Electronic Accessories,,"Fashionable, Simple Case & Holster is a perfect carrying solution to carry your LG Optimus 3D P920.Protect your LG Optimus 3D P920 from bumps and scratches in a fashionable style.Made of high quality black Plastic for its durability.Precise cutouts for easy access to all controls and functionalities.Advanced locking mechanism securely holds phone in place.",BIZID006
Amzer AMZ93283 Shellster for iPhone 3G/3GS (Black),,PHONECASE,Non-Electronic Accessories,,"Fashionable, Simple Case & Holster is a perfect carrying solution to carry your iPhone 3G/3GSProtect your iPhone 3G/3GS from bumps and scratches in a fashionable style.Made of high quality black Plastic for its durabilityPrecise cutouts for easy access to all controls and functionalitiesAdvanced locking mechanism securely holds phone in place",BIZID007
Amzer AMZ93284 Shellster for BlackBerry Bold 9900 and BlackBerry Bold 9930 (Black),,PHONECASE,Non-Electronic Accessories,,"Fashionable, Simple Case & Holster is a perfect carrying solution to carry your BlackBerry 9900/ 9930.Protect your BlackBerry 9900/ 9930 from bumps and scratches in a fashionable style.Made of high quality black Plastic for its durability.Precise cutouts for easy access to all controls and functionalities.Advanced locking mechanism securely holds phone in place.",BIZID025
Amzer AMZ93285 Shellster for BlackBerry Bold 9700 and BlackBerry Bold 9780 (Black),,PHONECASE,Non-Electronic Accessories,,"Fashionable, Simple Case & Holster is a perfect carrying solution to carry your BlackBerry 9700/ 9780.Protect your BlackBerry 9700/ 9780 from bumps and scratches in a fashionable style.Made of high quality black Plastic for its durability.Precise cutouts for easy access to all controls and functionalities.Advanced locking mechanism securely holds phone in place.",BIZID026
Amzer AMZ93286 Shellster for HTC Radar (Black),,PHONECASE,Non-Electronic Accessories,,"Fashionable, Simple Case & Holster is a perfect carrying solution to carry your HTC RadarProtect your HTC Radar from bumps and scratches in a fashionable style.Made of high quality black Plastic for its durabilityPrecise cutouts for easy access to all controls and functionalities.Advanced locking mechanism securely holds phone in place.",BIZID001
Amzer AMZ93288 Shellster for HTC Rhyme (Black),,PHONECASE,Non-Electronic Accessories,,"Fashionable, Simple Case & Holster is a perfect carrying solution to carry your HTC Rhyme.Protect your HTC Rhyme from bumps and scratches in a fashionable styleMade of high quality black Plastic for its durability.Precise cutouts for easy access to all controls and functionalities.Advanced locking mechanism securely holds phone in place",BIZID002
Amzer AMZ93313 Shellster for iPhone 4/4S (Red),,PHONECASE,Non-Electronic Accessories,,"Fashionable, Simple Case & Holster is a perfect carrying solution to carry your iPhone 4/ 4S.Protect your iPhone 4/ 4S from bumps and scratches in a fashionable styleMade of high quality black Plastic for its durabilityPrecise cutouts for easy access to all controls and functionalitiesAdvanced locking mechanism securely holds phone in place",BIZID003
Amzer AMZ93314 Shellster for iPhone 4/4S (Pink),,PHONECASE,Non-Electronic Accessories,,"Fashionable, Simple Case & Holster is a perfect carrying solution to carry your iPhone 4/ 4S.Protect your iPhone 4/ 4S from bumps and scratches in a fashionable styleMade of high quality black Plastic for its durabilityPrecise cutouts for easy access to all controls and functionalitiesAdvanced locking mechanism securely holds phone in place",BIZID004
Amzer AMZ93315 Shellster for iPhone 4/4S (White),,PHONECASE,Non-Electronic Accessories,,"Fashionable, Simple Case & Holster is a perfect carrying solution to carry your iPhone 4/ 4S.Protect your iPhone 4/ 4S from bumps and scratches in a fashionable styleMade of high quality black Plastic for its durabilityPrecise cutouts for easy access to all controls and functionalitiesAdvanced locking mechanism securely holds phone in place",BIZID005
Amzer AMZ93316 Shellster for iPhone 4/4S (Blue),,PHONECASE,Non-Electronic Accessories,,"Fashionable, Simple Case & Holster is a perfect carrying solution to carry your iPhone 4/ 4S.Protect your iPhone 4/ 4S from bumps and scratches in a fashionable styleMade of high quality black Plastic for its durabilityPrecise cutouts for easy access to all controls and functionalitiesAdvanced locking mechanism securely holds phone in place",BIZID006
Amzer AMZ93337 Anti-Glare Screen Protector with Cleaning Cloth for Nokia Lumia 710,,PHONECASE,Non-Electronic Accessories,,"Reduces 90% of UV Rays Caused by Reflected Light, Protecting your Eyes.Isnt flimsy, but made from firmer high-grade thermoplastics designed for durability.Simply peel it off and replace with a new one when needed.Custom made for your Nokia Lumia 710.Easy to remove without any adhesive or marks.",BIZID007
Amzer AMZ93338 Anti-Glare Screen Protector with Cleaning Cloth for LG Optimus (Black),,PHONECASE,Non-Electronic Accessories,,"Reduces 90 percent of UV rays caused by reflected light, protecting your eyesIsn't flimsy, but made from firmer high-grade thermoplastics designed for durabilityIt reduces glare, scratches, and smudges and improves claritySimply peel it off and replace with a new one when neededEasy to remove without any adhesive or marks smudge repellant, will not leave oily marks from fingers",BIZID025
Amzer AMZ93356 Soft Gel TPU Gloss Skin Case for Samsung Galaxy S II GT-I9100 (Black),,PHONECASE,Non-Electronic Accessories,,"100% Premium Soft Gel TPU Gloss Skin Case exclusively for your Samsung Galaxy S II GT-I9100.Precise cutouts for screen, joystick, audio port, speakers, power and charging port.Special anti-dust and scratch-free properties, preserves your Samsung Galaxy S II GT-I9100 shining look.Safeguard and protect your Samsung Galaxy S II GT-I9100 from bumps, dust and scratches.Helps to prevent your Samsung Galaxy S II GT-I9100 from sliding on soft surfaces or angle surfaces.",BIZID026
Amzer AMZ93357 Soft Gel TPU Gloss Skin Case for Nokia Lumia 900 (Black),,PHONECASE,Non-Electronic Accessories,,"100% Premium Soft Gel TPU Gloss Skin Case exclusively for your Nokia Lumia 900.Precise cutouts for screen, joystick, audio port, speakers, power and charging port.Special anti-dust and scratch-free properties, preserves your Nokia Lumia 900 shining look.Safeguard and protect your Nokia Lumia 900 from bumps, dust and scratches.Helps to prevent your Nokia Lumia 900 from sliding on soft surfaces or angle surfaces.",BIZID001
Amzer AMZ93358 Soft Gel TPU Gloss Skin Case for HTC Sensation XL (Black),,PHONECASE,Non-Electronic Accessories,,"100% Premium Soft Gel TPU Gloss Skin Case exclusively for your HTC Sensation XL.Precise cutouts for screen, joystick, audio port, speakers, power and charging port.Precise cutouts for screen, joystick, audio port, speakers, power and charging port.Safeguard and protect your HTC Sensation XL from bumps, dust and scratches.Helps to prevent your HTC Sensation XL from sliding on soft surfaces or angle surfaces.",BIZID002
Amzer AMZ93360 Silicone Skin Jelly Case for Nokia Lumia 710 (Grey),,PHONECASE,Non-Electronic Accessories,,"Fashionable & flexible Amzer Jelly Case for your new Nokia Lumia 710!The Amzer Jelly Cases are made from durable premium silicone.Protect your Nokia Lumia 710 from accidental bumps.Provides a firm grip and prevents your Nokia Lumia 710 from sliding across your cars dashboard or angled surfaces.Its special anti-dust and scratch-free properties, preserves your phones shining look.",BIZID003
