Product Name,Product ID,Prod ID Code,Category Level 2,Price,Product Description,Store IDs
"Art Emporio 'Jimmy Hendrix Blue' Poster (Art Print, 30.48 cm x 40.64 cm)",Art Emporio,,ID,599.00 indian_rupee,"Material: Art Print, Finish: Lustre;Shape: Portrait, Subject: Music;Package Contents: 1 Poster;Item Size: 30.48 cm x 40.64 cm;Care Instructions: Do not rub damp hands or cloth;Rolled in sturdy cardboard tube for utmost protection",BIZID016
"Art Emporio 'Dance like no one is watching' Poster (Canvas Print, 91.44 cm x 60.96 cm)",Art Emporio,,ID,2499.00 indian_rupee,"Material: Canvas Print, Finish: Matte;Shape: Portrait, Subject: Motivate;Package Contents: 1 Poster;Item Size: 91.44 cm x 60.96 cm;Care Instructions: Do not rub damp hands or cloth;Rolled in sturdy cardboard tube for utmost protection",BIZID022
"Art Emporio 'Miracle on 34th Street (1947)' Poster (Canvas Print, 60.96 cm x 40.64 cm)",Art Emporio,,ID,1299.00 indian_rupee,"Material: Canvas Print, Finish: Matte;Shape: Portrait, Subject: Movies;Package Contents: 1 Poster;Item Size: 60.96 cm x 40.64 cm;Care Instructions: Do not rub damp hands or cloth;Rolled in sturdy cardboard tube for utmost protection",BIZID023
"Art Emporio 'The Passion of Joan of Arc -Landscape (1928)' Poster (Poster Paper, 40.64 cm x 53.34 cm)",Art Emporio,,ID,349.00 indian_rupee,"Material: Poster Paper, Finish: Gloss;Shape: Landscape , Subject: Movies;Package Contents: 1 Poster;Item Size:40.64 cm  x  53.34 cm;Care Instructions: Do not rub damp hands or cloth;Rolled in sturdy cardboard tube for utmost protection",BIZID024
"Art Emporio 'Dracula -Illustration (1931)' Poster (Art Print, 38.1 cm x 30.48 cm)",Art Emporio,,ID,599.00 indian_rupee,"Material: Art Print, Finish: Lustre;Shape: Portrait, Subject: Movies;Package Contents: 1 Poster;Item Size: 38.1 cm x 30.48 cm;Care Instructions: Do not rub damp hands or cloth;Rolled in sturdy cardboard tube for utmost protection",BIZID008
"Art Emporio 'Netaji Subhash Chandra Bose' Poster (Poster Paper, 91.44 cm x 60.96 cm)",Art Emporio,,ID,399.00 indian_rupee,"Material: Poster Paper, Finish: Gloss;Shape: Portrait, Subject: Personalities;Package Contents: 1 Poster;Item Size: 91.44 cm x 60.96 cm;Care Instructions: Do not rub damp hands or cloth;Rolled in sturdy cardboard tube for utmost protection",BIZID009
"Art Emporio 'John Lennon Green' Poster (Poster Paper, 30.48 cm x 45.72 cm)",Art Emporio,,ID,299.00 indian_rupee,"Material: Poster Paper, Finish: Gloss;Shape: Portrait, Subject: Music;Package Contents: 1 Poster;Item Size: 30.48 cm x 45.72 cm;Care Instructions: Do not rub damp hands or cloth;Rolled in sturdy cardboard tube for utmost protection",BIZID010
"Art Emporio 'Singin' in the Rain Spanish (1952)' Poster (Canvas Print, 86.36 cm x 60.96 cm)",Art Emporio,,ID,2499.00 indian_rupee,"Material: Canvas Print, Finish: Matte;Shape: Portrait, Subject: Movies;Package Contents: 1 Poster;Item Size: 86.36 cm x 60.96 cm;Care Instructions: Do not rub damp hands or cloth;Rolled in sturdy cardboard tube for utmost protection",BIZID011
"Art Emporio 'Spawn Superhero Profile' Poster (Art Print, 91.44 cm x 60.96 cm)",Art Emporio,,ID,2399.00 indian_rupee,"Material: Art Print, Finish: Lustre;Shape: Portrait, Subject: Movies;Package Contents: 1 Poster;Item Size: 91.44 cm x 60.96 cm;Care Instructions: Do not rub damp hands or cloth;Rolled in sturdy cardboard tube for utmost protection",BIZID012
"Art Emporio 'Pulp Fiction Bananans' Poster (Canvas Print, 60.96 cm x 40.64 cm)",Art Emporio,,ID,1299.00 indian_rupee,"Material: Canvas Print, Finish: Matte;Shape: Portrait, Subject: Humor;Package Contents: 1 Poster;Item Size: 60.96 cm x 40.64 cm;Care Instructions: Do not rub damp hands or cloth;Rolled in sturdy cardboard tube for utmost protection",BIZID013
"Art Emporio 'Nosferatu (1922)' Poster (Poster Paper, 55.88 cm x 40.64 cm)",Art Emporio,,ID,349.00 indian_rupee,"Material: Poster Paper, Finish: Gloss;Shape: Portrait, Subject: Movies;Package Contents: 1 Poster;Item Size: 55.88 cm x 40.64 cm;Care Instructions: Do not rub damp hands or cloth;Rolled in sturdy cardboard tube for utmost protection",BIZID014
"Art Emporio 'La strada (1952)' Poster (Poster Paper, 91.44 cm x 60.96 cm)",Art Emporio,,ID,399.00 indian_rupee,"Material: Poster Paper, Finish: Gloss;Shape: Portrait, Subject: Movies;Package Contents: 1 Poster;Item Size: 91.44 cm x 60.96 cm;Care Instructions: Do not rub damp hands or cloth;Rolled in sturdy cardboard tube for utmost protection",BIZID015
"Art Emporio 'Moulin Rouge -Yellow (1952)' Poster (Art Print, 60.96 cm x 40.64 cm)",Art Emporio,,ID,1199.00 indian_rupee,"Material: Art Print, Finish: Lustre;Shape: Portrait, Subject: Movies;Package Contents: 1 Poster;Item Size: 60.96 cm x 40.64 cm;Care Instructions: Do not rub damp hands or cloth;Rolled in sturdy cardboard tube for utmost protection",BIZID016
"Art Emporio 'Hit a Bong' Poster (Canvas Print, 30.48 cm x 45.72 cm)",Art Emporio,,ID,649.00 indian_rupee,"Material: Canvas Print, Finish: Matte;Shape: Portrait, Subject: Humor;Package Contents: 1 Poster;Item Size: 30.48 cm x 45.72 cm;Care Instructions: Do not rub damp hands or cloth;Rolled in sturdy cardboard tube for utmost protection",BIZID022
"Art Emporio 'Mr. Smith Goes to Washington-B/W (1939)' Poster (Poster Paper, 86.36 cm x 60.96 cm)",Art Emporio,,ID,399.00 indian_rupee,"Material: Poster Paper, Finish: Gloss;Shape: Portrait, Subject: Movies;Package Contents: 1 Poster;Item Size: 86.36 cm x 60.96 cm;Care Instructions: Do not rub damp hands or cloth;Rolled in sturdy cardboard tube for utmost protection",BIZID009
"Art Emporio 'Mrs. Miniver (1942)' Poster (Canvas Print, 60.96 cm x 40.64 cm)",Art Emporio,,ID,1299.00 indian_rupee,"Material: Canvas Print, Finish: Matte;Shape: Portrait, Subject: Movies;Package Contents: 1 Poster;Item Size: 60.96 cm x 40.64 cm;Care Instructions: Do not rub damp hands or cloth;Rolled in sturdy cardboard tube for utmost protection",BIZID010
"Art Emporio 'The Philadelphia Story Landscape (1940)' Poster (Art Print, 60.96 cm x 78.74 cm)",Art Emporio,,ID,2399.00 indian_rupee,"Material: Art Print, Finish: Lustre;Shape: Landscape , Subject: Movies;Package Contents: 1 Poster;Item Size:60.96 cm  x  78.74 cm;Care Instructions: Do not rub damp hands or cloth;Rolled in sturdy cardboard tube for utmost protection",BIZID011
"Art Emporio 'Love - Pink Square' Poster (Canvas Print, 30.48 cm x 30.48 cm)",Art Emporio,,ID,649.00 indian_rupee,"Material: Canvas Print, Finish: Matte;Shape: Portrait, Subject: Motivation;Package Contents: 1 Poster;Item Size: 30.48 cm x 30.48 cm;Care Instructions: Do not rub damp hands or cloth;Rolled in sturdy cardboard tube for utmost protection",BIZID012
"Art Emporio 'The Little Foxes (1941)' Poster (Art Print, 91.44 cm x 60.96 cm)",Art Emporio,,ID,2399.00 indian_rupee,"Material: Art Print, Finish: Lustre;Shape: Portrait, Subject: Movies;Package Contents: 1 Poster;Item Size: 91.44 cm x 60.96 cm;Care Instructions: Do not rub damp hands or cloth;Rolled in sturdy cardboard tube for utmost protection",BIZID013
"Art Emporio 'No Working Notice' Poster (Canvas Print, 91.44 cm x 60.96 cm)",Art Emporio,,ID,2499.00 indian_rupee,"Material: Canvas Print, Finish: Matte;Shape: Portrait, Subject: Humor;Package Contents: 1 Poster;Item Size: 91.44 cm x 60.96 cm;Care Instructions: Do not rub damp hands or cloth;Rolled in sturdy cardboard tube for utmost protection",BIZID014
"Art Emporio 'Quay with Men Unloading Sand Barges by Van Gogh' Poster (Art Print, 55.88 cm x 45.72 cm)",Art Emporio,,ID,1199.00 indian_rupee,"Material: Art Print, Finish: Lustre;Shape: Portrait, Subject: Painting;Package Contents: 1 Poster;Item Size: 55.88 cm x 45.72 cm;Care Instructions: Do not rub damp hands or cloth;Rolled in sturdy cardboard tube for utmost protection",BIZID015
"Art Emporio 'The Crowd (1928)' Poster (Canvas Print, 88.9 cm x 60.96 cm)",Art Emporio,,ID,2499.00 indian_rupee,"Material: Canvas Print, Finish: Matte;Shape: Portrait, Subject: Movies;Package Contents: 1 Poster;Item Size: 88.9 cm x 60.96 cm;Care Instructions: Do not rub damp hands or cloth;Rolled in sturdy cardboard tube for utmost protection",BIZID016
"Art Emporio 'Warren Buffet Rules' Poster (Poster Paper, 40.64 cm x 60.96 cm)",Art Emporio,,ID,349.00 indian_rupee,"Material: Poster Paper, Finish: Gloss;Shape: Portrait, Subject: Personalities;Package Contents: 1 Poster;Item Size: 40.64 cm x 60.96 cm;Care Instructions: Do not rub damp hands or cloth;Rolled in sturdy cardboard tube for utmost protection",BIZID022
"Art Emporio 'Jim Morrison' Poster (Art Print, 40.64 cm x 60.96 cm)",Art Emporio,,ID,1199.00 indian_rupee,"Material: Art Print, Finish: Lustre;Shape: Portrait, Subject: Music;Package Contents: 1 Poster;Item Size: 40.64 cm x 60.96 cm;Care Instructions: Do not rub damp hands or cloth;Rolled in sturdy cardboard tube for utmost protection",BIZID023
"Art Emporio 'Seven Samurai- B' Poster (Poster Paper, 78.74 cm x 60.96 cm)",Art Emporio,,ID,399.00 indian_rupee,"Material: Poster Paper, Finish: Gloss;Shape: Portrait, Subject: Movies;Package Contents: 1 Poster;Item Size: 78.74 cm x 60.96 cm;Care Instructions: Do not rub damp hands or cloth;Rolled in sturdy cardboard tube for utmost protection",BIZID024
"Art Emporio 'Che Guevara' Poster (Poster Paper, 60.96 cm x 60.96 cm)",Art Emporio,,ID,399.00 indian_rupee,"Material: Poster Paper, Finish: Gloss;Shape: Portrait, Subject: Personalities;Package Contents: 1 Poster;Item Size: 60.96 cm x 60.96 cm;Care Instructions: Do not rub damp hands or cloth;Rolled in sturdy cardboard tube for utmost protection",BIZID008
"Art Emporio 'Game On' Poster (Art Print, 91.44 cm x 60.96 cm)",Art Emporio,,ID,2399.00 indian_rupee,"Material: Art Print, Finish: Lustre;Shape: Portrait, Subject: Games;Package Contents: 1 Poster;Item Size: 91.44 cm x 60.96 cm;Care Instructions: Do not rub damp hands or cloth;Rolled in sturdy cardboard tube for utmost protection",BIZID009
"Art Emporio 'Gone with the Wind -Dance (1939)' Poster (Canvas Print, 45.72 cm x 30.48 cm)",Art Emporio,,ID,649.00 indian_rupee,"Material: Canvas Print, Finish: Matte;Shape: Portrait, Subject: Movies;Package Contents: 1 Poster;Item Size: 45.72 cm x 30.48 cm;Care Instructions: Do not rub damp hands or cloth;Rolled in sturdy cardboard tube for utmost protection",BIZID010
"Art Emporio 'Double Indemnity -Kiss (1944)' Poster (Art Print, 55.88 cm x 40.64 cm)",Art Emporio,,ID,1199.00 indian_rupee,"Material: Art Print, Finish: Lustre;Shape: Portrait, Subject: Movies;Package Contents: 1 Poster;Item Size: 55.88 cm x 40.64 cm;Care Instructions: Do not rub damp hands or cloth;Rolled in sturdy cardboard tube for utmost protection",BIZID011
"Art Emporio 'Modern Times -Portrait (1936)' Poster (Poster Paper, 50.8 cm x 40.64 cm)",Art Emporio,,ID,349.00 indian_rupee,"Material: Poster Paper, Finish: Gloss;Shape: Portrait, Subject: Movies;Package Contents: 1 Poster;Item Size: 50.8 cm x 40.64 cm;Care Instructions: Do not rub damp hands or cloth;Rolled in sturdy cardboard tube for utmost protection",BIZID012
"Art Emporio 'Steve Jobs - Crazy People Change World' Poster (Poster Paper, 45.72 cm x 30.48 cm)",Art Emporio,,ID,299.00 indian_rupee,"Material: Poster Paper, Finish: Gloss;Shape: Portrait, Subject: Personalities;Package Contents: 1 Poster;Item Size: 45.72 cm x 30.48 cm;Care Instructions: Do not rub damp hands or cloth;Rolled in sturdy cardboard tube for utmost protection",BIZID013
"Art Emporio 'The Awful Truth (1937) A' Poster (Art Print, 91.44 cm x 60.96 cm)",Art Emporio,,ID,2399.00 indian_rupee,"Material: Art Print, Finish: Lustre;Shape: Portrait, Subject: Movies;Package Contents: 1 Poster;Item Size: 91.44 cm x 60.96 cm;Care Instructions: Do not rub damp hands or cloth;Rolled in sturdy cardboard tube for utmost protection",BIZID014
"Art Emporio 'Fishing in Spring by Van Gogh' Poster (Art Print, 53.34 cm x 45.72 cm)",Art Emporio,,ID,1199.00 indian_rupee,"Material: Art Print, Finish: Lustre;Shape: Portrait, Subject: Painting;Package Contents: 1 Poster;Item Size: 53.34 cm x 45.72 cm;Care Instructions: Do not rub damp hands or cloth;Rolled in sturdy cardboard tube for utmost protection",BIZID015
"Art Emporio 'Clothing Optional Figures' Poster (Canvas Print, 91.44 cm x 60.96 cm)",Art Emporio,,ID,2499.00 indian_rupee,"Material: Canvas Print, Finish: Matte;Shape: Portrait, Subject: Humor;Package Contents: 1 Poster;Item Size: 91.44 cm x 60.96 cm;Care Instructions: Do not rub damp hands or cloth;Rolled in sturdy cardboard tube for utmost protection",BIZID016
"Art Emporio 'Albert Einstein Humor' Poster (Canvas Print, 45.72 cm x 30.48 cm)",Art Emporio,,ID,649.00 indian_rupee,"Material: Canvas Print, Finish: Matte;Shape: Portrait, Subject: Personalities;Package Contents: 1 Poster;Item Size: 45.72 cm x 30.48 cm;Care Instructions: Do not rub damp hands or cloth;Rolled in sturdy cardboard tube for utmost protection",BIZID022
"Art Emporio 'Roman Holiday- Scooter (1952)' Poster (Canvas Print, 91.44 cm x 60.96 cm)",Art Emporio,,ID,2499.00 indian_rupee,"Material: Canvas Print, Finish: Matte;Shape: Portrait, Subject: Movies;Package Contents: 1 Poster;Item Size: 91.44 cm x 60.96 cm;Care Instructions: Do not rub damp hands or cloth;Rolled in sturdy cardboard tube for utmost protection",BIZID009
"Art Emporio 'Fart Zone Warning' Poster (Art Print, 60.96 cm x 40.64 cm)",Art Emporio,,ID,1199.00 indian_rupee,"Material: Art Print, Finish: Lustre;Shape: Portrait, Subject: Humor;Package Contents: 1 Poster;Item Size: 60.96 cm x 40.64 cm;Care Instructions: Do not rub damp hands or cloth;Rolled in sturdy cardboard tube for utmost protection",BIZID010
"Art Emporio 'Mother Teresa- Blue' Poster (Canvas Print, 60.96 cm x 40.64 cm)",Art Emporio,,ID,1299.00 indian_rupee,"Material: Canvas Print, Finish: Matte;Shape: Portrait, Subject: Personalities;Package Contents: 1 Poster;Item Size: 60.96 cm x 40.64 cm;Care Instructions: Do not rub damp hands or cloth;Rolled in sturdy cardboard tube for utmost protection",BIZID011
"Art Emporio 'Notorious (1946)' Poster (Art Print, 91.44 cm x 60.96 cm)",Art Emporio,,ID,2399.00 indian_rupee,"Material: Art Print, Finish: Lustre;Shape: Portrait, Subject: Movies;Package Contents: 1 Poster;Item Size: 91.44 cm x 60.96 cm;Care Instructions: Do not rub damp hands or cloth;Rolled in sturdy cardboard tube for utmost protection",BIZID012
"Art Emporio 'Virat Kohli Sketch' Poster (Art Print, 43.18 cm x 30.48 cm)",Art Emporio,,ID,599.00 indian_rupee,"Material: Art Print, Finish: Lustre;Shape: Portrait, Subject: Sports;Package Contents: 1 Poster;Item Size: 43.18 cm x 30.48 cm;Care Instructions: Do not rub damp hands or cloth;Rolled in sturdy cardboard tube for utmost protection",BIZID013
"Art Emporio 'Nosferatu (1922)' Poster (Art Print, 83.82 cm x 60.96 cm)",Art Emporio,,ID,2399.00 indian_rupee,"Material: Art Print, Finish: Lustre;Shape: Portrait, Subject: Movies;Package Contents: 1 Poster;Item Size: 83.82 cm x 60.96 cm;Care Instructions: Do not rub damp hands or cloth;Rolled in sturdy cardboard tube for utmost protection",BIZID014
"Art Emporio 'Swami Vivekanand Hindi Quote' Poster (Poster Paper, 40.64 cm x 60.96 cm)",Art Emporio,,ID,349.00 indian_rupee,"Material: Poster Paper, Finish: Gloss;Shape: Portrait, Subject: Personalities;Package Contents: 1 Poster;Item Size: 40.64 cm x 60.96 cm;Care Instructions: Do not rub damp hands or cloth;Rolled in sturdy cardboard tube for utmost protection",BIZID015
"Art Emporio 'Babe Ruth- Never Give Up' Poster (Poster Paper, 91.44 cm x 60.96 cm)",Art Emporio,,ID,399.00 indian_rupee,"Material: Poster Paper, Finish: Gloss;Shape: Portrait, Subject: Personalities;Package Contents: 1 Poster;Item Size: 91.44 cm x 60.96 cm;Care Instructions: Do not rub damp hands or cloth;Rolled in sturdy cardboard tube for utmost protection",BIZID016
"Art Emporio 'All About Eve -Black (1950)' Poster (Canvas Print, 86.36 cm x 60.96 cm)",Art Emporio,,ID,2499.00 indian_rupee,"Material: Canvas Print, Finish: Matte;Shape: Portrait, Subject: Movies;Package Contents: 1 Poster;Item Size: 86.36 cm x 60.96 cm;Care Instructions: Do not rub damp hands or cloth;Rolled in sturdy cardboard tube for utmost protection",BIZID022
"Art Emporio 'Superman Illustration Art' Poster (Poster Paper, 91.44 cm x 60.96 cm)",Art Emporio,,ID,399.00 indian_rupee,"Material: Poster Paper, Finish: Gloss;Shape: Portrait, Subject: Movies;Package Contents: 1 Poster;Item Size: 91.44 cm x 60.96 cm;Care Instructions: Do not rub damp hands or cloth;Rolled in sturdy cardboard tube for utmost protection",BIZID023
"Art Emporio 'Be the change, Sparkle style' Poster (Canvas Print, 60.96 cm x 40.64 cm)",Art Emporio,,ID,1299.00 indian_rupee,"Material: Canvas Print, Finish: Matte;Shape: Portrait, Subject: Motivational;Package Contents: 1 Poster;Item Size: 60.96 cm x 40.64 cm;Care Instructions: Do not rub damp hands or cloth;Rolled in sturdy cardboard tube for utmost protection",BIZID024
"Art Emporio 'Make Way for Tomorrow (1937)' Poster (Poster Paper, 86.36 cm x 60.96 cm)",Art Emporio,,ID,399.00 indian_rupee,"Material: Poster Paper, Finish: Gloss;Shape: Portrait, Subject: Movies;Package Contents: 1 Poster;Item Size: 86.36 cm x 60.96 cm;Care Instructions: Do not rub damp hands or cloth;Rolled in sturdy cardboard tube for utmost protection",BIZID008
"Art Emporio 'Pulp Fiction Bananans' Poster (Poster Paper, 60.96 cm x 40.64 cm)",Art Emporio,,ID,349.00 indian_rupee,"Material: Poster Paper, Finish: Gloss;Shape: Portrait, Subject: Humor;Package Contents: 1 Poster;Item Size: 60.96 cm x 40.64 cm;Care Instructions: Do not rub damp hands or cloth;Rolled in sturdy cardboard tube for utmost protection",BIZID009
"Art Emporio 'Mother Teresa- Blue' Poster (Art Print, 45.72 cm x 30.48 cm)",Art Emporio,,ID,599.00 indian_rupee,"Material: Art Print, Finish: Lustre;Shape: Portrait, Subject: Personalities;Package Contents: 1 Poster;Item Size: 45.72 cm x 30.48 cm;Care Instructions: Do not rub damp hands or cloth;Rolled in sturdy cardboard tube for utmost protection",BIZID010
"Art Emporio 'Ninotchka (1939)' Poster (Art Print, 91.44 cm x 60.96 cm)",Art Emporio,,ID,2399.00 indian_rupee,"Material: Art Print, Finish: Lustre;Shape: Portrait, Subject: Movies;Package Contents: 1 Poster;Item Size: 91.44 cm x 60.96 cm;Care Instructions: Do not rub damp hands or cloth;Rolled in sturdy cardboard tube for utmost protection",BIZID011
"Art Emporio 'Quay with Men Unloading Sand Barges by Van Gogh' Poster (Art Print, 38.1 cm x 30.48 cm)",Art Emporio,,ID,599.00 indian_rupee,"Material: Art Print, Finish: Lustre;Shape: Portrait, Subject: Painting;Package Contents: 1 Poster;Item Size: 38.1 cm x 30.48 cm;Care Instructions: Do not rub damp hands or cloth;Rolled in sturdy cardboard tube for utmost protection",BIZID012
"Art Emporio 'The Treasure of the Sierra Madre -Bogart (1948)' Poster (Canvas Print, 60.96 cm x 40.64 cm)",Art Emporio,,ID,1299.00 indian_rupee,"Material: Canvas Print, Finish: Matte;Shape: Portrait, Subject: Movies;Package Contents: 1 Poster;Item Size: 60.96 cm x 40.64 cm;Care Instructions: Do not rub damp hands or cloth;Rolled in sturdy cardboard tube for utmost protection",BIZID013
"Art Emporio 'Pygmalion -Line Drawing (1938)' Poster (Art Print, 45.72 cm x 30.48 cm)",Art Emporio,,ID,599.00 indian_rupee,"Material: Art Print, Finish: Lustre;Shape: Portrait, Subject: Movies;Package Contents: 1 Poster;Item Size: 45.72 cm x 30.48 cm;Care Instructions: Do not rub damp hands or cloth;Rolled in sturdy cardboard tube for utmost protection",BIZID014
"Art Emporio 'I Love Beer Minimalist' Poster (Art Print, 45.72 cm x 30.48 cm)",Art Emporio,,ID,599.00 indian_rupee,"Material: Art Print, Finish: Lustre;Shape: Portrait, Subject: Humor;Package Contents: 1 Poster;Item Size: 45.72 cm x 30.48 cm;Care Instructions: Do not rub damp hands or cloth;Rolled in sturdy cardboard tube for utmost protection",BIZID015
"Art Emporio 'The Phantom Carriage Swedish (1921)' Poster (Art Print, 43.18 cm x 30.48 cm)",Art Emporio,,ID,599.00 indian_rupee,"Material: Art Print, Finish: Lustre;Shape: Portrait, Subject: Movies;Package Contents: 1 Poster;Item Size: 43.18 cm x 30.48 cm;Care Instructions: Do not rub damp hands or cloth;Rolled in sturdy cardboard tube for utmost protection",BIZID016
"Art Emporio 'Wake Up!' Poster (Art Print, 45.72 cm x 30.48 cm)",Art Emporio,,ID,599.00 indian_rupee,"Material: Art Print, Finish: Lustre;Shape: Portrait, Subject: Motivational;Package Contents: 1 Poster;Item Size: 45.72 cm x 30.48 cm;Care Instructions: Do not rub damp hands or cloth;Rolled in sturdy cardboard tube for utmost protection",BIZID022
"Art Emporio 'The African Queen -Landscape (1951)' Poster (Poster Paper, 30.48 cm x 45.72 cm)",Art Emporio,,ID,299.00 indian_rupee,"Material: Poster Paper, Finish: Gloss;Shape: Landscape , Subject: Movies;Package Contents: 1 Poster;Item Size:30.48 cm  x  45.72 cm;Care Instructions: Do not rub damp hands or cloth;Rolled in sturdy cardboard tube for utmost protection",BIZID009
"Art Emporio 'Keep Calm, Party On' Poster (Canvas Print, 91.44 cm x 60.96 cm)",Art Emporio,,ID,2499.00 indian_rupee,"Material: Canvas Print, Finish: Matte;Shape: Portrait, Subject: Humor;Package Contents: 1 Poster;Item Size: 91.44 cm x 60.96 cm;Care Instructions: Do not rub damp hands or cloth;Rolled in sturdy cardboard tube for utmost protection",BIZID010
"Art Emporio 'Bob Dylan' Poster (Art Print, 30.48 cm x 45.72 cm)",Art Emporio,,ID,599.00 indian_rupee,"Material: Art Print, Finish: Lustre;Shape: Portrait, Subject: Music;Package Contents: 1 Poster;Item Size: 30.48 cm x 45.72 cm;Care Instructions: Do not rub damp hands or cloth;Rolled in sturdy cardboard tube for utmost protection",BIZID011
"Art Emporio 'The Lady Eve (1941)' Poster (Art Print, 45.72 cm x 30.48 cm)",Art Emporio,,ID,599.00 indian_rupee,"Material: Art Print, Finish: Lustre;Shape: Portrait, Subject: Movies;Package Contents: 1 Poster;Item Size: 45.72 cm x 30.48 cm;Care Instructions: Do not rub damp hands or cloth;Rolled in sturdy cardboard tube for utmost protection",BIZID012
"Art Emporio 'Street in Saintes-Maries by Van Gogh' Poster (Poster Paper, 55.88 cm x 45.72 cm)",Art Emporio,,ID,349.00 indian_rupee,"Material: Poster Paper, Finish: Gloss;Shape: Portrait, Subject: Painting;Package Contents: 1 Poster;Item Size: 55.88 cm x 45.72 cm;Care Instructions: Do not rub damp hands or cloth;Rolled in sturdy cardboard tube for utmost protection",BIZID013
"Art Emporio 'The Passion of Joan of Arc -Landscape (1928)' Poster (Art Print, 40.64 cm x 53.34 cm)",Art Emporio,,ID,1199.00 indian_rupee,"Material: Art Print, Finish: Lustre;Shape: Landscape , Subject: Movies;Package Contents: 1 Poster;Item Size:40.64 cm  x  53.34 cm;Care Instructions: Do not rub damp hands or cloth;Rolled in sturdy cardboard tube for utmost protection",BIZID014
"Art Emporio 'Sullivan's Travels (1941)' Poster (Poster Paper, 45.72 cm x 30.48 cm)",Art Emporio,,ID,299.00 indian_rupee,"Material: Poster Paper, Finish: Gloss;Shape: Portrait, Subject: Movies;Package Contents: 1 Poster;Item Size: 45.72 cm x 30.48 cm;Care Instructions: Do not rub damp hands or cloth;Rolled in sturdy cardboard tube for utmost protection",BIZID015
"Art Emporio 'Way Down East (1920)' Poster (Art Print, 58.42 cm x 40.64 cm)",Art Emporio,,ID,1199.00 indian_rupee,"Material: Art Print, Finish: Lustre;Shape: Portrait, Subject: Movies;Package Contents: 1 Poster;Item Size: 58.42 cm x 40.64 cm;Care Instructions: Do not rub damp hands or cloth;Rolled in sturdy cardboard tube for utmost protection",BIZID016
"Art Emporio 'The Philadelphia Story (1940)' Poster (Art Print, 60.96 cm x 40.64 cm)",Art Emporio,,ID,1199.00 indian_rupee,"Material: Art Print, Finish: Lustre;Shape: Portrait, Subject: Movies;Package Contents: 1 Poster;Item Size: 60.96 cm x 40.64 cm;Care Instructions: Do not rub damp hands or cloth;Rolled in sturdy cardboard tube for utmost protection",BIZID022
"Art Emporio 'Seventh Heaven -Black (1927)' Poster (Poster Paper, 60.96 cm x 40.64 cm)",Art Emporio,,ID,349.00 indian_rupee,"Material: Poster Paper, Finish: Gloss;Shape: Portrait, Subject: Movies;Package Contents: 1 Poster;Item Size: 60.96 cm x 40.64 cm;Care Instructions: Do not rub damp hands or cloth;Rolled in sturdy cardboard tube for utmost protection",BIZID023
"Art Emporio 'The Circus -Rope Walk (1928)' Poster (Poster Paper, 91.44 cm x 60.96 cm)",Art Emporio,,ID,399.00 indian_rupee,"Material: Poster Paper, Finish: Gloss;Shape: Portrait, Subject: Movies;Package Contents: 1 Poster;Item Size: 91.44 cm x 60.96 cm;Care Instructions: Do not rub damp hands or cloth;Rolled in sturdy cardboard tube for utmost protection",BIZID024
"Art Emporio 'Gone with the Wind -A (1939)' Poster (Canvas Print, 45.72 cm x 30.48 cm)",Art Emporio,,ID,649.00 indian_rupee,"Material: Canvas Print, Finish: Matte;Shape: Portrait, Subject: Movies;Package Contents: 1 Poster;Item Size: 45.72 cm x 30.48 cm;Care Instructions: Do not rub damp hands or cloth;Rolled in sturdy cardboard tube for utmost protection",BIZID008
"Art Emporio 'Elvis Presley' Poster (Art Print, 30.48 cm x 45.72 cm)",Art Emporio,,ID,599.00 indian_rupee,"Material: Art Print, Finish: Lustre;Shape: Portrait, Subject: Music;Package Contents: 1 Poster;Item Size: 30.48 cm x 45.72 cm;Care Instructions: Do not rub damp hands or cloth;Rolled in sturdy cardboard tube for utmost protection",BIZID009
"Art Emporio 'Life is like a Bicycle, Keep Moving' Poster (Canvas Print, 45.72 cm x 30.48 cm)",Art Emporio,,ID,649.00 indian_rupee,"Material: Canvas Print, Finish: Matte;Shape: Portrait, Subject: Motivation;Package Contents: 1 Poster;Item Size: 45.72 cm x 30.48 cm;Care Instructions: Do not rub damp hands or cloth;Rolled in sturdy cardboard tube for utmost protection",BIZID010
"Art Emporio 'No Working Notice' Poster (Art Print, 91.44 cm x 60.96 cm)",Art Emporio,,ID,2399.00 indian_rupee,"Material: Art Print, Finish: Lustre;Shape: Portrait, Subject: Humor;Package Contents: 1 Poster;Item Size: 91.44 cm x 60.96 cm;Care Instructions: Do not rub damp hands or cloth;Rolled in sturdy cardboard tube for utmost protection",BIZID011
"Art Emporio 'Two Lovers by Van Gogh' Poster (Art Print, 40.64 cm x 60.96 cm)",Art Emporio,,ID,1199.00 indian_rupee,"Material: Art Print, Finish: Lustre;Shape: Portrait, Subject: Painting;Package Contents: 1 Poster;Item Size: 40.64 cm x 60.96 cm;Care Instructions: Do not rub damp hands or cloth;Rolled in sturdy cardboard tube for utmost protection",BIZID012
"Art Emporio 'Bruce Lee - Must Act' Poster (Canvas Print, 45.72 cm x 30.48 cm)",Art Emporio,,ID,649.00 indian_rupee,"Material: Canvas Print, Finish: Matte;Shape: Portrait, Subject: Sports;Package Contents: 1 Poster;Item Size: 45.72 cm x 30.48 cm;Care Instructions: Do not rub damp hands or cloth;Rolled in sturdy cardboard tube for utmost protection",BIZID013
